,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20210627,53,0,156,0,0,32,0,302,0,35,0,0,60,70,2,6,12,43,0,39,56,12,54,0,28,24,27,46,10,21,0,10,0,34,0,76,47,10,26,62,60,12,0,0,24,66,17,0,42,5,10,0,0,0,0,41,0,66,0,12,0,11,3,0,10,11,0,48,99,0,0,1,0,0,22,0,15,0,133,65,5,31,12,0,16,22,136,438,0,20210627
20210630,0,0,119,0,0,42,0,206,0,5,0,10,60,85,2,29,0,45,16,0,10,11,0,11,24,12,0,23,10,51,12,24,42,32,0,77,52,0,10,16,72,0,0,0,0,84,0,0,65,5,0,0,32,22,0,32,31,32,16,1,0,22,6,0,11,23,0,12,128,42,0,21,11,24,38,0,0,15,127,68,5,22,0,0,36,0,220,438,0,20210630
20210702,0,0,139,15,0,10,0,256,0,24,0,52,60,44,2,6,0,53,57,36,10,0,26,0,24,0,0,0,24,10,23,23,0,57,10,79,21,0,10,0,72,0,10,0,10,21,71,10,78,5,23,15,40,10,0,50,16,31,0,1,0,33,17,22,11,10,22,0,91,102,0,2,12,24,15,15,20,32,106,32,5,10,0,12,24,10,170,438,0,20210702
20210704,10,0,177,0,0,22,0,324,0,24,0,64,60,57,2,6,0,45,81,27,10,10,40,25,35,32,0,0,12,54,24,28,0,12,42,86,26,0,0,0,72,23,0,0,0,12,136,0,36,5,0,36,42,0,0,53,49,65,0,1,0,33,17,0,0,0,0,21,81,64,0,12,21,12,28,16,0,16,122,88,5,31,0,10,12,0,114,438,0,20210704
20210706,0,0,135,15,0,56,0,287,0,2,0,10,60,11,2,18,0,22,37,71,15,0,12,17,23,23,0,0,22,69,14,16,0,2,66,67,26,0,0,11,72,0,10,12,0,46,101,57,68,5,0,37,0,0,10,37,28,50,0,1,0,22,6,12,0,0,0,11,93,0,0,2,11,24,33,10,12,0,117,63,5,21,0,0,21,0,163,450,0,20210706
20210727,12,0,113,0,0,35,0,324,0,44,10,0,60,33,2,6,0,44,0,20,21,10,23,10,0,43,0,22,16,33,0,12,0,12,10,42,11,0,20,0,60,10,12,0,11,111,35,20,95,5,0,11,0,10,0,35,26,0,12,1,0,22,6,12,23,0,0,11,92,27,12,10,0,0,22,35,0,11,153,60,5,11,0,0,31,0,150,453,0,20210727
20210728,12,0,73,0,0,11,0,276,0,15,10,11,60,51,2,6,0,42,0,11,10,0,11,0,15,0,12,10,16,37,16,12,42,33,22,10,10,22,0,16,60,16,11,0,0,59,34,50,60,5,0,21,16,0,11,56,16,21,1,1,0,33,9,0,1,12,0,11,114,0,11,11,0,33,11,16,0,16,103,53,5,11,10,12,42,12,162,438,0,20210728
20210731,12,10,65,15,11,0,11,260,0,35,23,11,60,34,2,6,10,65,0,64,36,25,30,0,31,10,11,0,20,12,0,43,0,51,26,12,110,24,26,0,72,10,12,109,11,36,47,21,84,5,0,25,10,0,0,39,31,43,12,1,0,22,6,11,0,10,10,20,104,68,0,1,0,0,21,23,12,0,92,36,5,46,0,30,10,12,166,438,0,20210731
20210801,0,10,103,16,0,49,0,255,0,34,10,11,60,45,2,6,0,32,0,74,21,11,2,0,28,38,10,0,0,44,0,12,11,12,46,24,167,12,0,0,71,28,23,63,11,31,41,20,30,5,0,0,11,0,24,20,0,47,0,1,0,22,6,22,0,0,10,15,126,80,16,1,0,0,20,66,0,0,176,54,5,36,0,10,0,12,193,438,12,20210801
20210802,0,0,159,0,27,48,0,242,0,35,11,11,60,59,2,18,0,21,0,57,37,0,12,0,0,31,26,11,0,67,15,12,21,24,72,10,90,12,0,0,71,28,10,0,0,42,53,10,10,5,0,0,22,12,10,0,15,32,0,1,0,22,14,0,0,11,0,31,126,31,0,12,10,0,0,53,0,0,233,54,5,22,24,0,53,24,189,460,10,20210802
20210805,12,0,42,0,32,32,10,251,0,36,0,74,60,88,3,6,12,72,22,26,16,0,32,0,16,16,0,0,16,46,0,86,0,24,23,24,0,10,12,16,60,0,0,16,0,48,50,0,44,5,0,27,0,11,0,89,32,19,0,1,0,11,3,22,0,21,10,0,91,32,0,1,22,12,47,22,0,63,162,47,5,0,10,60,0,58,187,438,0,20210805
20210811,28,0,65,0,0,11,0,214,0,70,40,0,60,1,2,17,0,53,11,48,42,0,0,0,21,10,0,22,12,44,0,0,0,22,16,62,41,0,0,10,60,0,0,70,15,25,16,22,115,5,10,0,0,25,77,32,0,32,12,1,0,54,6,22,0,0,0,51,118,48,0,12,26,40,54,0,0,86,143,45,5,0,0,11,28,0,185,438,0,20210811
20210813,10,37,110,10,0,0,0,260,11,13,22,28,60,56,2,18,0,33,11,11,11,0,0,42,26,10,26,11,0,35,12,27,10,36,27,24,119,0,0,0,60,0,0,16,12,22,23,24,47,15,0,16,0,10,0,59,0,12,28,1,16,22,6,12,0,0,0,27,124,16,0,0,11,57,2,37,0,23,112,73,5,26,16,26,26,34,202,449,0,20210813
20210815,0,16,72,21,15,45,0,269,0,13,12,37,60,78,2,27,0,56,10,12,0,0,12,0,31,50,46,12,0,89,24,28,0,16,48,45,58,0,22,0,60,12,10,26,12,30,10,15,75,5,12,49,0,21,0,11,0,12,12,1,16,22,6,10,0,0,0,16,81,16,10,0,0,22,0,0,0,12,171,0,5,0,0,0,16,12,167,438,0,20210815
20210816,0,28,50,23,15,42,0,278,0,65,2,50,60,27,2,17,0,46,12,32,32,10,59,10,31,40,28,0,0,54,22,28,0,72,28,11,60,10,11,0,60,0,0,16,22,22,0,36,130,15,10,37,0,22,47,0,11,0,0,1,27,22,6,31,10,11,0,36,81,16,0,0,10,12,0,0,0,21,163,0,5,10,11,10,26,35,158,438,0,20210816
20210818,10,11,52,0,0,20,0,238,0,25,0,11,60,44,2,6,12,22,12,91,67,0,44,0,47,32,27,22,50,41,12,43,10,61,21,32,101,0,10,0,60,10,36,48,0,22,0,0,105,5,0,0,0,21,2,41,49,11,0,1,0,22,6,22,10,11,11,0,120,27,0,0,10,0,10,0,0,11,170,32,5,22,0,12,10,24,209,438,0,20210818
20210824,0,0,108,0,10,34,33,307,0,3,12,33,60,37,2,10,0,97,24,59,0,0,0,0,16,0,0,0,16,67,0,51,0,21,38,52,32,0,0,23,70,0,27,67,21,51,32,57,155,5,12,11,0,24,10,107,50,52,0,0,0,22,6,0,24,20,0,10,109,0,0,1,12,32,21,0,33,15,125,23,5,21,11,0,0,32,154,438,0,20210824
20210831,21,12,133,20,16,75,21,252,0,12,0,0,60,28,2,6,12,71,12,55,34,0,23,0,24,23,0,0,29,44,11,27,0,47,47,33,21,0,0,11,60,0,0,32,0,58,0,66,176,5,0,12,32,11,0,11,32,31,21,1,0,33,17,45,11,0,0,10,97,0,11,12,0,0,10,0,0,32,134,22,5,10,32,24,12,15,168,422,12,20210831
20210902,23,10,78,12,16,32,0,215,0,27,43,0,60,26,12,6,0,52,12,51,10,0,32,0,35,0,20,11,29,31,0,37,12,37,16,45,31,0,10,21,60,0,0,32,0,48,0,42,162,5,10,11,32,11,0,52,11,22,10,20,10,33,9,32,24,0,0,0,85,10,21,1,0,20,11,12,0,32,122,11,5,0,12,0,33,39,159,375,0,20210902
20210905,27,53,97,0,16,31,20,277,0,2,12,10,60,77,2,6,0,91,0,73,10,0,51,10,0,21,0,21,59,73,10,28,0,26,27,81,0,0,0,0,60,0,0,0,11,40,32,0,17,5,20,11,59,0,0,30,0,10,32,1,10,33,17,22,32,0,11,20,98,11,0,10,12,0,41,21,11,16,171,86,5,0,10,21,37,12,139,406,0,20210905
20210906,15,51,106,0,16,32,23,292,0,2,12,0,60,43,2,6,0,91,11,39,12,0,61,0,0,11,0,11,68,118,0,40,0,28,15,78,0,0,0,0,60,0,0,0,23,51,32,0,17,5,11,0,59,0,0,0,0,32,10,1,22,33,17,22,12,10,10,10,96,0,0,0,0,0,30,11,11,26,146,75,5,0,23,21,49,24,102,406,0,20210906
20210908,38,16,133,0,20,31,0,272,0,32,0,10,60,23,2,0,0,47,11,66,0,0,31,27,12,0,0,10,85,92,32,31,0,27,53,111,15,27,0,0,60,0,10,25,0,24,32,11,37,5,0,10,16,0,0,25,0,34,0,1,22,11,3,12,0,11,0,10,86,33,0,11,0,10,20,10,12,0,164,25,5,32,15,10,37,22,172,422,0,20210908
20210910,26,26,86,0,0,33,0,260,0,14,0,22,60,68,2,6,0,39,11,54,0,0,41,25,24,0,0,0,74,99,20,31,0,26,52,77,15,35,12,0,60,0,0,15,0,66,56,21,37,5,0,21,16,12,0,27,0,22,24,1,11,11,3,23,0,20,0,0,86,22,0,10,0,10,32,0,0,12,197,49,5,20,15,12,27,0,160,422,10,20210910
20210915,26,12,60,12,0,22,0,231,0,35,11,57,60,35,2,22,10,35,11,71,12,32,71,0,28,24,0,21,52,55,24,38,12,49,72,16,32,0,24,0,60,21,12,32,0,37,55,22,80,5,0,0,0,12,0,32,41,1,0,1,0,22,6,0,21,0,1,1,81,10,15,30,0,1,21,33,16,10,136,24,5,16,0,0,33,22,200,422,0,20210915
20210921,36,22,72,12,0,10,0,217,0,48,42,74,60,85,2,22,28,83,0,32,0,43,76,0,47,10,11,0,0,63,0,58,10,22,16,53,0,11,36,0,60,10,10,20,0,16,32,10,96,6,0,0,0,0,0,38,16,0,0,1,0,22,6,12,23,0,22,24,102,32,0,0,0,10,24,20,27,11,142,21,5,47,10,11,20,10,165,384,0,20210921
20211001,16,11,105,0,0,22,12,230,0,22,32,85,60,106,2,22,0,94,34,43,11,32,76,23,0,10,0,10,10,34,12,48,0,42,16,43,0,0,37,20,70,0,10,0,24,59,65,11,121,5,0,0,0,12,0,16,16,32,0,1,0,22,6,0,0,0,0,11,70,52,12,0,10,0,10,12,16,10,176,76,5,16,0,0,12,12,157,387,0,20211001
20211004,16,11,84,11,0,22,0,261,0,13,32,74,60,70,2,16,0,116,0,43,11,42,54,0,0,21,30,21,21,53,10,36,0,42,16,42,11,0,36,22,71,0,0,0,24,70,54,10,86,5,0,31,0,0,0,36,27,31,10,1,10,33,17,0,0,22,5,0,70,32,12,12,10,0,23,12,16,0,177,80,5,16,0,31,12,22,114,375,0,20211004
20211006,0,0,53,0,0,32,0,229,0,35,32,64,60,32,26,27,0,89,0,53,41,10,32,0,0,33,11,1,11,34,2,16,0,75,27,68,0,25,38,0,72,10,0,12,22,59,102,22,109,5,10,22,0,0,0,44,43,19,1,1,11,14,6,12,12,0,11,10,80,76,10,21,10,0,0,0,0,15,138,14,5,21,0,11,11,10,161,400,0,20211006
20211015,10,0,112,0,10,11,10,278,0,57,23,0,60,13,2,6,0,11,0,32,56,0,24,12,16,10,10,16,0,31,10,0,11,77,10,78,28,0,0,0,60,10,0,15,0,69,11,48,139,5,10,34,0,12,0,32,32,19,0,1,0,45,14,16,10,11,22,31,80,11,12,1,10,0,0,25,0,12,163,32,5,0,0,26,0,48,160,438,0,20211015
20211016,0,0,113,11,0,32,11,336,0,33,10,21,60,23,2,6,0,23,0,60,49,0,35,10,16,0,0,11,15,65,10,0,22,56,41,61,28,0,22,12,60,0,0,11,0,49,10,71,119,5,0,0,12,10,10,54,32,21,0,1,11,43,14,12,31,20,10,11,131,0,0,1,0,0,20,0,15,34,138,43,5,20,0,16,12,34,114,438,0,20211016
20211018,36,0,123,11,15,23,0,334,0,27,0,0,60,21,2,6,0,0,0,42,33,22,36,0,16,0,0,0,37,34,11,11,0,67,33,40,50,0,20,25,60,21,0,32,0,70,15,32,86,5,0,0,35,50,0,43,32,29,24,1,11,44,9,0,10,10,0,0,123,12,0,12,0,0,22,0,0,12,154,55,5,47,15,12,43,24,114,438,0,20211018
20211019,46,0,203,0,0,86,10,251,0,24,0,0,60,35,2,6,0,22,12,53,33,53,25,0,0,0,12,10,16,77,11,34,0,46,43,28,22,0,0,0,60,31,0,11,0,75,31,42,74,5,11,0,10,42,0,1,12,32,21,1,11,44,9,0,11,0,0,10,124,15,0,2,0,0,10,10,0,0,121,13,5,79,0,51,20,11,175,449,0,20211019
20211026,11,0,85,0,16,11,12,273,0,13,0,15,60,47,2,18,0,31,33,26,16,10,0,0,28,11,0,22,0,43,10,12,0,22,53,32,16,21,0,16,60,16,0,25,21,50,24,0,83,0,10,21,31,0,0,79,0,9,0,1,0,33,17,24,0,22,0,26,81,10,0,12,0,25,26,11,0,71,124,42,0,10,22,0,47,21,164,438,0,20211026
20211031,0,0,63,10,16,77,0,251,0,2,11,15,60,47,2,6,0,42,33,37,26,0,31,11,28,0,0,10,0,55,22,12,11,22,56,36,16,0,12,16,82,26,0,14,10,26,0,0,48,0,0,0,31,0,0,64,0,29,0,1,32,22,6,0,45,11,11,46,100,0,0,12,0,48,27,0,0,60,182,45,0,10,12,33,47,0,149,390,0,20211031
20211101,0,11,67,11,0,11,0,224,11,13,0,16,60,69,2,28,0,42,16,40,28,0,55,0,52,0,0,20,0,0,22,23,0,27,12,24,16,0,21,31,60,26,10,37,0,10,24,12,48,0,0,0,0,11,0,81,0,59,21,1,0,11,3,12,31,10,0,41,104,0,0,1,10,38,28,1,0,59,111,12,0,0,0,0,24,21,180,416,0,20211101
20211102,0,10,110,21,0,23,0,252,22,33,0,16,60,79,2,30,0,42,28,37,27,0,67,0,50,0,0,33,0,0,22,25,0,26,10,24,16,0,11,31,60,26,10,27,0,12,10,0,48,0,12,0,0,12,0,83,0,44,11,2,0,11,3,12,24,10,0,53,80,0,0,1,12,38,16,43,0,69,102,11,0,0,0,0,10,21,136,400,0,20211102
20211103,0,0,57,11,0,10,0,232,0,13,10,28,60,91,2,0,0,43,0,20,10,0,43,15,85,15,0,20,15,11,38,24,0,59,10,89,23,12,11,43,60,28,0,39,0,21,13,0,48,0,0,34,0,0,0,32,0,31,11,1,0,11,3,23,31,0,0,20,81,0,12,1,10,38,26,21,0,59,107,11,0,21,0,0,0,23,174,406,0,20211103
20211104,26,0,66,10,0,0,0,226,0,2,10,10,60,161,2,6,0,42,0,0,0,0,12,0,64,44,0,0,16,0,16,33,0,86,26,77,47,0,24,32,60,38,0,21,0,45,25,0,160,0,12,20,24,0,0,66,12,23,12,1,0,22,6,12,10,0,26,11,102,12,10,1,0,10,11,0,12,12,168,34,0,42,0,11,0,0,200,438,0,20211104
20211108,12,12,162,0,0,35,27,340,0,13,0,27,60,22,2,59,0,11,37,111,24,0,33,27,0,0,0,0,16,85,12,24,15,10,42,42,0,74,24,0,60,0,0,26,42,42,16,12,101,0,17,33,0,31,26,22,0,0,0,1,21,22,6,0,16,0,26,78,94,0,0,0,10,0,36,23,0,16,104,12,0,44,0,10,0,31,117,438,0,20211108
20211117,11,11,31,21,0,34,12,220,0,13,22,16,60,35,2,0,11,64,12,95,10,0,11,11,12,0,10,24,26,63,0,0,0,30,12,87,38,12,0,0,60,53,0,0,0,105,58,10,105,0,11,0,11,21,0,10,32,31,0,1,21,22,6,12,0,10,0,52,104,37,0,14,0,0,1,50,0,10,165,81,0,0,10,21,0,11,206,438,0,20211117
20211126,12,0,55,12,12,0,21,249,0,2,12,16,60,23,1,6,0,107,12,90,16,0,15,0,0,10,38,22,16,11,12,45,0,27,16,33,10,43,21,12,60,12,11,12,0,59,10,32,34,0,32,33,0,0,0,51,0,37,16,1,11,34,6,0,0,0,0,0,70,10,12,11,0,12,26,21,0,0,135,56,0,10,0,21,12,12,173,422,0,20211126
20211128,11,0,13,25,26,11,11,322,0,12,34,40,60,49,11,6,0,85,42,65,28,21,49,0,38,16,16,22,0,55,0,42,0,16,13,10,0,22,21,16,60,0,1,15,12,47,0,44,100,0,1,21,10,10,0,31,22,22,0,1,10,22,6,10,0,0,16,34,91,10,12,23,23,24,36,0,0,0,203,44,0,0,0,11,15,22,139,450,0,20211128
20211202,0,10,0,0,0,0,0,251,0,2,30,49,60,32,1,0,49,22,10,66,22,10,10,0,15,0,0,12,16,16,24,40,0,42,16,87,46,10,33,0,60,0,11,0,0,39,41,42,66,0,0,26,0,12,0,74,63,0,10,1,0,0,0,0,0,0,0,43,92,106,0,0,10,21,0,23,12,0,200,22,0,0,22,16,33,24,175,438,10,20211202
20211205,10,0,65,0,0,23,0,321,0,15,12,13,60,13,1,17,0,21,0,107,25,10,10,0,16,0,0,0,12,74,0,42,0,23,37,44,48,24,0,0,60,0,0,0,0,31,16,30,30,0,12,26,0,12,0,65,32,32,21,1,12,22,6,36,0,10,0,44,81,77,0,0,10,12,10,11,0,0,186,41,0,11,0,28,13,46,151,438,10,20211205
20211207,0,0,80,0,10,31,0,288,0,14,0,12,60,76,1,6,0,34,0,55,16,0,0,0,16,0,21,36,12,41,0,32,0,1,27,32,32,10,0,0,60,0,0,0,31,0,16,32,44,0,10,27,22,21,11,44,44,53,23,1,0,22,6,0,0,0,0,52,81,64,0,14,0,0,0,11,0,12,200,36,0,10,0,11,0,51,160,438,0,20211207
20211209,10,0,53,0,0,10,0,235,0,0,49,97,60,34,1,6,0,46,0,55,43,0,11,0,12,21,12,12,32,41,21,37,0,78,21,110,31,0,15,10,60,0,15,88,12,66,0,67,138,0,10,12,23,28,0,0,0,42,0,3,0,22,14,26,0,0,0,10,104,21,0,2,0,12,11,21,0,10,169,45,0,0,0,21,36,24,186,438,0,20211209
20211215,0,10,89,10,0,56,0,227,0,13,16,16,60,20,1,16,0,23,0,67,31,0,12,0,22,10,11,21,39,63,0,49,0,57,12,75,0,33,51,0,60,0,0,42,0,72,24,54,158,0,0,1,0,48,0,24,0,11,10,1,10,22,6,0,11,10,0,0,71,10,0,0,0,11,0,11,0,22,164,66,0,0,0,0,34,0,184,422,0,20211215
20211216,0,0,64,44,0,42,11,235,0,14,16,16,60,0,1,6,10,20,0,67,31,0,24,0,24,0,0,25,15,53,11,38,0,43,0,67,12,32,29,11,60,0,0,54,0,85,22,31,111,0,0,10,0,59,0,33,0,10,0,0,0,22,14,0,0,0,0,0,70,12,0,0,0,10,0,10,0,22,177,43,0,0,0,0,0,12,159,406,0,20211216
20211221,0,0,48,12,0,121,12,244,0,24,47,0,60,0,1,6,12,10,0,48,16,32,12,0,41,0,0,12,12,47,11,47,0,25,37,53,0,26,26,0,60,12,23,33,33,75,66,32,90,0,0,0,0,0,21,76,47,10,0,1,12,33,9,0,11,10,0,0,55,36,0,10,0,0,10,10,0,0,131,64,0,0,0,0,0,32,160,406,0,20211221
20211223,38,0,10,0,23,33,0,252,0,58,0,27,60,44,1,6,0,47,10,73,49,14,42,0,59,0,0,12,39,51,22,90,0,16,10,28,12,0,0,10,60,0,0,0,0,42,16,25,117,0,0,47,10,51,0,76,47,0,0,1,0,22,6,0,0,0,0,10,86,26,0,0,0,0,0,0,0,10,215,35,0,10,0,0,15,10,186,438,0,20211223
20211225,16,0,11,0,0,75,0,333,0,36,0,28,60,34,1,16,0,16,11,44,28,42,43,0,54,0,0,10,16,39,0,73,0,45,0,28,21,24,0,0,60,0,0,0,0,43,0,16,90,0,22,51,32,32,0,88,15,39,0,1,0,11,3,12,10,21,0,45,95,15,11,3,0,11,31,0,0,0,200,59,0,0,24,0,0,27,103,450,0,20211225
20220102,11,21,46,0,10,22,0,298,11,26,0,16,60,64,1,6,0,49,8,22,0,22,47,15,32,0,10,30,11,22,0,10,16,78,0,46,10,63,11,26,60,12,15,0,0,42,38,53,123,10,0,49,3,0,0,27,26,54,15,2,0,22,14,20,12,0,0,0,110,39,12,2,0,0,16,43,22,0,132,32,0,2,20,16,26,24,128,438,0,20220102
20220107,20,0,119,0,0,22,0,227,0,34,36,21,60,12,1,26,0,62,12,0,0,0,0,14,52,0,0,21,10,99,27,10,0,43,10,47,42,43,10,0,60,10,0,0,0,48,26,23,35,0,0,23,0,10,0,58,15,108,10,1,21,11,3,0,0,11,0,36,107,27,0,11,22,36,44,64,12,24,126,33,10,31,0,10,0,16,183,422,0,20220107
20220108,0,0,173,0,0,88,12,238,0,23,33,21,60,12,13,32,0,65,12,0,0,0,22,0,67,0,0,43,0,128,0,42,0,27,22,12,32,15,0,15,60,10,0,0,0,34,0,0,32,0,0,10,0,0,0,60,84,53,0,1,22,22,6,0,34,0,0,69,92,28,0,11,10,48,53,32,12,16,118,35,0,21,0,0,0,32,200,438,0,20220108
20220118,0,0,118,32,11,53,0,253,0,24,10,10,60,0,1,0,0,58,11,10,0,12,11,16,15,0,12,0,0,43,16,12,0,29,0,79,25,12,0,0,60,0,38,0,0,31,76,11,103,0,28,15,0,10,0,12,26,22,11,0,0,11,3,10,54,11,0,62,70,15,0,10,11,12,21,0,10,12,113,57,0,28,21,11,48,0,171,438,0,20220118
20220120,0,0,23,10,0,0,35,235,0,36,0,0,60,58,1,18,12,37,0,30,10,0,24,25,31,0,21,25,12,41,12,12,0,45,0,59,87,12,0,0,60,0,0,0,20,42,64,20,106,0,0,32,0,0,0,129,0,21,0,1,10,11,3,24,0,12,0,52,70,11,10,11,0,12,33,21,20,0,168,57,0,0,10,27,0,39,191,438,0,20220120
20220122,12,54,54,10,28,35,0,246,0,23,0,0,60,58,1,6,12,87,21,15,15,0,47,0,16,0,34,0,2,70,0,43,10,58,48,76,59,11,11,0,60,0,0,0,0,10,16,43,139,0,0,10,10,0,0,79,11,32,10,1,0,11,3,15,20,22,12,11,94,22,0,1,0,0,42,10,0,0,207,80,0,0,0,42,11,40,192,438,0,20220122
20220123,44,42,88,12,31,101,24,272,0,59,0,49,60,36,1,0,12,73,10,55,31,32,67,0,16,0,12,12,0,105,0,22,0,58,33,51,32,21,33,0,60,0,0,12,0,11,0,32,193,0,10,0,33,0,0,32,0,23,0,1,12,22,6,31,10,11,12,46,103,10,0,10,0,0,10,0,0,23,180,21,0,22,0,42,0,52,166,438,0,20220123
20220126,0,11,63,11,16,33,0,136,0,25,22,27,60,27,1,18,0,54,51,48,16,0,12,0,11,12,12,0,10,79,12,36,0,16,67,16,10,0,10,0,60,0,10,0,0,10,0,32,123,0,10,15,0,0,0,41,0,21,12,1,43,11,3,53,10,0,10,48,82,47,0,1,0,10,31,15,10,0,127,46,0,42,0,16,0,12,263,438,0,20220126
20220201,31,0,118,0,11,32,32,171,0,13,24,0,60,36,1,0,0,16,15,0,0,0,28,27,27,26,0,22,85,33,48,24,0,32,0,24,48,15,0,24,60,12,0,0,10,53,15,10,42,0,0,0,0,31,0,95,43,23,0,1,22,11,3,12,10,21,0,42,94,0,0,1,16,0,0,10,0,10,157,41,0,32,22,0,26,12,265,438,0,20220201
20220203,21,26,83,0,0,0,0,204,0,14,0,0,60,21,1,6,0,21,16,75,22,36,13,41,55,0,0,0,0,64,10,72,10,44,12,38,28,28,0,0,60,0,32,0,0,21,28,22,34,0,15,0,0,0,0,148,28,19,0,1,43,22,14,10,37,20,0,37,93,12,11,1,10,20,30,10,0,0,71,65,0,1,0,10,0,12,198,453,0,20220203
20220204,11,16,85,12,0,0,11,242,0,14,0,0,60,21,1,17,0,31,0,57,26,37,2,37,43,15,0,36,0,96,15,72,0,10,51,88,0,42,0,0,60,22,15,0,0,0,25,35,71,0,27,0,0,10,0,84,15,34,0,1,42,22,14,0,36,21,12,22,145,42,0,23,0,10,12,0,0,0,99,34,0,1,11,12,23,24,184,454,0,20220204
20220205,11,16,66,10,0,0,0,267,0,24,0,0,60,20,1,16,0,31,0,59,48,27,12,16,43,15,0,31,0,76,15,70,11,0,72,78,0,42,0,0,60,12,15,0,0,11,36,32,91,0,16,0,0,10,0,86,15,19,0,1,23,22,14,0,16,20,12,32,145,63,12,2,0,10,0,0,0,0,130,34,0,1,24,0,10,24,171,454,0,20220205
20220207,10,0,65,0,10,23,12,244,0,47,11,1,60,22,1,6,0,31,10,0,11,40,33,16,42,0,10,12,0,54,11,32,37,103,27,94,37,26,21,0,60,0,22,0,0,81,16,0,0,0,16,0,0,12,12,82,10,64,0,1,11,11,3,26,49,24,0,23,123,40,0,12,0,22,40,10,11,0,139,47,0,10,0,0,0,12,194,454,0,20220207
20220208,0,0,141,0,10,31,12,240,0,26,11,1,60,60,1,17,12,45,10,21,21,26,23,28,31,12,0,34,0,86,10,32,38,47,37,70,47,62,21,0,60,0,0,0,10,58,16,10,10,0,28,0,0,10,10,73,23,33,0,1,33,11,3,15,26,24,0,20,102,36,0,20,0,0,10,22,10,0,124,44,0,11,23,0,10,0,174,454,0,20220208
20220211,0,0,140,0,0,86,12,163,0,15,22,0,60,24,1,17,0,44,0,12,0,16,12,16,51,27,10,54,21,55,36,0,0,40,16,72,24,28,0,27,60,31,0,0,10,33,16,0,0,12,16,11,12,21,0,44,35,12,0,1,31,22,6,27,26,21,0,0,135,16,0,32,0,0,12,0,0,0,81,33,0,21,0,21,0,0,231,434,0,20220211
20220222,11,10,67,0,32,32,0,261,0,13,0,23,60,52,1,6,12,68,0,95,15,0,38,15,32,12,16,16,0,91,10,15,0,33,31,72,63,56,0,12,60,0,0,0,0,23,16,16,32,0,26,10,0,0,0,81,0,10,0,2,42,22,6,16,11,0,0,31,94,22,0,10,10,10,38,21,0,0,133,57,0,22,22,0,0,24,159,422,0,20220222
20220301,0,10,44,14,23,24,0,233,0,34,12,41,60,77,1,18,0,12,28,26,10,10,16,0,32,0,11,0,0,62,0,12,11,15,64,92,16,12,11,0,60,0,12,10,0,72,26,0,41,0,0,27,12,0,40,140,54,10,0,1,22,11,3,11,22,10,12,21,86,0,0,10,12,0,10,0,12,0,180,12,0,43,0,0,0,10,195,406,0,20220301
20220307,0,0,43,26,0,32,0,232,0,46,22,53,60,23,1,18,0,32,28,22,0,0,0,12,67,0,11,0,10,55,15,0,0,0,10,27,0,12,37,0,60,0,0,10,12,63,16,0,0,0,10,27,0,0,16,85,31,19,16,1,23,33,17,0,0,21,0,10,98,10,0,1,0,0,0,32,0,0,168,23,0,21,33,0,0,0,147,406,0,20220307
20220309,0,0,96,16,10,32,0,239,0,2,20,87,60,45,1,29,26,35,10,0,0,0,32,25,27,0,12,20,10,73,16,10,0,15,11,52,15,12,27,11,60,0,0,0,12,20,31,0,10,0,24,16,0,10,16,81,55,12,16,1,42,0,0,0,20,0,0,39,80,0,0,0,10,0,12,22,0,10,90,33,0,20,34,15,0,0,183,422,0,20220309
20220311,0,0,44,0,0,11,0,243,0,2,0,28,60,12,1,17,0,0,33,25,0,0,34,26,42,0,0,0,0,53,64,10,0,16,12,71,39,0,0,12,60,44,15,0,0,64,16,0,0,0,0,12,0,0,0,75,39,0,16,1,42,0,0,24,20,33,0,16,80,0,0,0,10,12,22,0,0,10,200,90,0,10,0,34,13,45,195,438,0,20220311
20220312,0,12,86,0,11,31,0,219,0,26,0,39,60,33,2,6,0,33,22,49,0,0,24,16,43,0,0,11,0,53,31,12,0,28,21,70,16,0,0,0,71,21,15,0,12,0,27,0,10,0,11,0,0,0,0,75,41,11,16,1,42,22,14,0,0,21,12,16,70,0,0,1,0,0,2,0,0,24,73,58,0,0,0,0,0,26,203,422,0,20220312
20220313,0,12,121,0,12,32,0,252,0,51,0,51,60,36,1,30,0,32,24,49,0,0,10,28,31,0,0,33,0,66,31,12,0,39,10,70,16,0,0,0,71,20,15,0,12,33,37,0,10,0,0,0,0,0,0,73,40,10,16,0,43,22,14,0,0,21,12,16,70,0,0,1,0,0,12,0,0,22,165,55,0,0,0,0,0,15,158,433,0,20220313
