,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20180306,14,76,361,56,0,0,0,188,11,0,0,0,11,76,5,0,77,121,74,0,14,20,64,34,0,0,0,14,0,22,25,0,56,11,0,48,15,34,59,104,35,0,11,11,64,0,0,0,71,11,42,23,21,20,39,71,14,22,12,0,0,0,0,0,14,36,10,0,0,0,14,14,54,21,0,14,0,11,93,25,11,31,26,0,37,35,180,331,6,20180306
20180309,0,109,256,0,14,28,14,164,11,46,0,15,11,104,5,12,63,186,14,0,14,31,156,34,42,14,42,14,14,98,28,76,14,57,0,36,56,41,20,20,21,0,24,0,79,24,10,15,15,11,28,25,0,20,54,53,40,77,39,0,26,0,0,14,14,28,10,0,0,14,0,49,52,21,14,0,14,38,141,10,11,55,14,11,93,23,195,331,34,20180309
20180310,14,65,321,14,26,14,42,212,11,24,0,50,11,114,5,0,63,189,28,25,11,30,105,20,28,0,26,0,14,77,0,14,0,21,0,75,0,20,59,35,11,0,21,0,100,10,0,24,10,11,39,14,0,34,38,11,39,103,0,0,21,0,0,0,28,0,10,11,0,0,14,48,83,25,15,14,40,28,105,11,11,31,82,28,66,0,147,331,6,20180310
20180311,28,55,365,0,11,28,42,236,11,24,0,36,11,72,5,0,63,204,14,26,26,30,105,20,14,0,11,0,0,93,0,14,0,21,0,75,0,20,59,35,11,0,21,0,114,24,0,24,10,11,39,28,0,48,15,11,53,145,0,0,22,0,0,0,28,0,10,11,0,0,14,49,69,25,15,28,26,0,89,22,11,31,82,14,66,0,123,331,6,20180311
20180318,0,62,301,0,49,15,0,166,11,11,0,10,11,67,5,0,74,114,53,14,11,32,58,20,76,21,14,42,67,0,22,93,0,11,14,54,24,42,48,28,11,12,10,0,64,24,42,0,14,25,0,12,14,20,50,22,29,63,0,0,0,0,0,0,0,28,60,12,14,51,10,11,94,37,61,0,28,39,197,40,65,6,14,56,125,20,193,331,20,20180318
20180325,37,41,416,0,14,10,14,210,11,12,11,11,11,138,5,0,91,118,24,0,25,20,74,48,14,14,28,28,40,63,0,51,24,34,0,28,0,63,46,42,25,0,28,0,76,25,0,14,14,26,0,14,0,31,50,0,0,40,0,0,0,0,0,14,0,0,10,0,25,0,14,15,51,25,109,35,14,0,164,11,11,46,56,0,28,0,131,331,30,20180325
20180327,54,41,281,54,11,10,14,249,11,11,0,27,22,60,5,0,63,147,0,0,24,31,184,20,28,0,28,0,0,48,0,35,0,90,0,35,0,44,62,11,11,0,40,23,87,25,14,14,40,21,24,40,0,31,46,39,24,24,11,0,25,0,0,0,0,24,10,0,14,0,0,10,65,25,21,14,0,0,184,23,11,6,25,0,28,11,109,320,20,20180327
20180329,0,69,200,36,0,36,0,196,11,0,0,89,22,131,5,0,63,173,14,0,0,20,130,34,28,14,22,0,0,74,38,25,25,25,14,51,14,34,34,56,11,0,0,50,89,0,14,28,75,11,34,0,14,20,14,60,0,11,35,0,11,0,0,14,0,0,10,0,0,0,0,11,40,36,35,14,66,0,260,12,11,6,11,14,70,88,145,331,20,20180329
20180401,0,41,183,11,14,0,0,198,11,14,14,20,22,175,5,0,63,165,71,25,14,20,75,34,28,0,14,14,0,50,34,42,0,0,0,54,0,20,69,42,11,0,14,84,64,15,14,15,39,23,20,14,14,48,26,10,40,15,11,0,39,0,0,25,14,0,10,0,14,14,14,0,54,11,24,53,38,14,212,47,39,6,25,0,147,31,157,331,30,20180401
20180402,0,68,215,0,0,24,0,187,11,14,0,0,22,106,5,0,63,208,26,0,53,20,98,20,39,0,0,14,14,142,10,14,25,14,0,35,25,45,20,39,11,0,0,28,64,54,0,37,79,11,20,14,15,34,38,22,0,37,28,0,10,0,0,11,0,14,21,24,0,0,14,0,40,11,63,14,10,56,212,38,11,6,50,0,112,28,154,331,30,20180402
20180403,0,68,215,0,0,24,0,187,11,14,0,0,22,106,5,0,63,208,26,0,53,20,98,20,39,0,0,14,14,142,10,14,25,14,0,35,25,45,20,39,11,0,0,28,64,54,0,37,79,11,20,14,15,34,38,22,0,37,28,0,10,0,0,11,0,14,21,24,0,0,14,0,40,11,63,14,10,56,212,38,11,6,50,0,112,28,154,331,30,20180403
20180405,40,41,294,0,25,21,0,149,11,36,0,0,34,198,5,0,84,274,57,14,25,45,100,42,14,0,42,0,14,56,0,28,14,21,0,39,28,20,89,0,11,14,14,28,92,11,11,25,21,11,24,0,40,42,86,55,53,50,14,0,24,0,0,0,0,14,21,54,0,25,14,42,40,67,0,0,28,0,132,24,11,20,14,0,25,12,167,320,67,20180405
20180406,40,41,398,14,39,52,0,200,11,36,0,0,32,121,5,0,74,184,25,0,25,46,85,31,14,0,0,28,0,47,42,14,0,22,14,25,0,34,58,0,11,0,0,42,78,26,24,23,26,11,10,14,22,31,156,55,11,25,14,0,0,0,0,0,14,14,10,24,12,29,0,0,40,11,0,0,14,0,123,10,11,34,14,0,25,38,105,323,133,20180406
20180407,0,41,372,0,0,29,0,112,11,35,14,0,22,85,8,15,77,223,52,26,14,31,78,20,39,0,0,14,14,55,14,0,14,50,14,0,0,20,30,14,11,14,28,14,64,14,28,14,136,11,10,0,35,20,107,10,39,54,80,0,27,0,0,0,0,0,10,36,0,37,12,0,40,73,0,0,38,14,91,12,11,21,11,26,84,12,229,331,31,20180407
20180408,0,41,352,0,0,51,0,234,11,52,0,0,22,131,5,26,63,187,28,39,0,59,56,34,25,14,0,14,40,79,0,14,28,22,14,0,14,20,20,14,11,0,0,14,78,14,0,28,49,11,38,0,25,20,87,10,39,24,92,0,12,0,0,0,0,0,10,66,0,21,10,0,54,58,0,14,50,14,128,25,11,32,25,23,28,10,107,331,28,20180408
20180409,0,41,249,14,14,24,14,224,25,12,0,0,22,146,1,22,77,167,0,35,14,31,78,34,36,0,0,42,40,49,0,14,39,22,14,36,14,31,20,0,25,0,0,14,64,25,14,54,53,11,10,0,53,31,11,10,0,68,14,0,10,0,0,0,0,28,10,32,0,11,0,0,40,36,28,0,42,0,233,35,11,16,25,22,38,14,145,331,26,20180409
20180410,0,55,317,0,14,14,28,94,11,0,0,25,22,63,4,12,63,127,0,52,56,45,53,20,22,0,28,53,28,24,0,39,10,25,28,46,0,30,39,14,11,0,23,0,90,10,14,64,96,11,24,0,11,30,80,35,11,65,28,0,0,0,0,14,28,28,10,35,0,0,24,0,40,22,14,0,26,14,106,22,11,6,11,12,35,28,153,265,69,20180410
20180411,0,56,456,14,0,0,0,142,11,21,0,40,22,172,4,21,63,127,25,0,0,60,25,34,39,14,29,40,28,42,0,68,14,14,14,40,0,31,35,14,11,0,12,28,75,14,0,10,10,11,10,28,10,34,146,90,40,26,28,0,0,0,0,0,14,0,10,40,0,0,24,14,40,22,0,14,25,14,175,10,11,6,14,10,53,15,134,265,85,20180411
20180412,26,52,281,0,0,0,25,130,11,22,0,36,22,249,4,40,63,231,25,14,14,30,25,34,28,0,11,49,42,14,0,24,14,42,14,65,0,31,20,14,25,0,0,42,78,14,29,0,14,11,10,40,0,20,10,101,24,21,14,0,0,0,0,0,0,0,21,10,12,29,10,0,40,11,14,0,52,14,145,40,11,6,0,0,66,22,156,265,27,20180412
20180413,24,51,243,14,0,26,24,82,11,21,0,11,22,150,4,14,63,243,42,14,14,34,53,62,14,28,21,24,14,68,0,28,0,29,28,94,28,45,24,14,11,0,0,0,50,0,68,14,56,11,24,24,0,48,15,114,14,33,0,0,12,0,0,0,53,14,21,0,40,80,24,0,40,11,14,14,42,29,141,35,11,18,42,14,42,11,205,265,16,20180413
20180414,0,41,247,14,0,53,14,122,11,45,0,26,22,165,5,14,63,208,0,0,0,49,25,48,28,21,10,14,0,59,0,0,14,82,0,42,42,59,10,0,22,7,0,0,92,0,42,14,25,11,24,0,11,43,35,46,56,45,0,0,37,0,0,0,11,28,21,0,28,42,10,0,40,11,14,0,0,23,175,22,11,43,28,14,40,25,206,265,6,20180414
20180415,0,41,331,0,0,24,14,156,11,22,0,36,21,146,8,0,63,88,43,28,0,99,40,20,40,0,14,35,28,10,14,0,7,24,28,28,0,31,24,28,23,0,0,70,94,0,0,0,68,11,10,0,40,32,50,48,39,34,14,0,10,0,0,0,11,14,36,0,26,0,10,11,54,59,0,0,42,34,109,10,11,27,39,14,68,0,133,265,34,20180415
20180416,7,53,297,0,14,87,14,144,11,10,0,25,11,105,1,0,63,113,26,0,7,108,64,20,90,0,14,28,0,28,14,0,34,0,0,0,0,45,22,0,11,0,12,14,103,26,42,14,72,25,36,28,10,30,41,44,53,11,14,0,0,0,0,14,25,22,61,0,12,28,10,0,40,74,15,42,14,0,158,39,39,18,25,47,40,0,145,279,6,20180416
20180417,0,53,336,14,0,62,0,106,11,22,0,11,11,191,19,0,63,110,10,39,25,30,64,34,98,28,28,14,28,0,14,39,29,25,14,79,0,59,76,14,11,0,11,0,88,24,28,0,29,11,20,11,28,27,125,48,39,25,0,0,0,0,0,0,11,44,45,0,0,14,10,0,40,79,40,14,21,14,241,23,11,16,14,49,76,0,155,265,20,20180417
20180418,0,51,291,49,7,12,0,142,11,21,0,11,11,157,15,28,63,151,26,0,33,20,50,20,36,14,28,0,0,38,0,11,24,54,0,22,28,56,66,25,11,14,39,0,64,14,15,14,46,11,46,10,14,48,70,36,53,48,14,0,0,0,0,0,0,69,38,14,0,14,10,12,40,32,24,14,14,11,203,10,11,20,39,50,65,14,133,279,34,20180418
20180419,11,41,431,28,0,26,0,122,11,24,0,0,11,74,19,0,63,94,68,0,28,20,60,20,53,15,28,0,0,128,25,25,0,14,0,35,14,20,64,17,11,14,0,0,64,28,54,36,94,11,38,0,11,62,99,24,28,42,14,0,15,0,0,0,42,10,32,11,0,0,10,0,54,55,14,0,40,11,132,19,25,32,39,36,61,14,195,265,69,20180419
20180420,18,48,473,28,14,14,14,220,11,36,0,0,11,53,9,0,63,114,25,64,14,20,35,34,28,11,35,21,28,102,22,25,14,37,11,0,0,20,78,0,11,0,39,0,57,43,24,39,77,11,24,0,11,34,140,10,14,14,14,0,12,0,0,38,28,14,31,11,12,0,10,0,68,44,14,12,46,11,88,39,25,62,0,25,70,0,111,265,69,20180420
20180421,10,41,388,0,14,0,0,120,11,22,21,0,11,99,9,0,63,100,54,53,35,20,69,20,14,24,0,42,14,73,21,14,48,173,0,14,57,31,10,42,25,34,28,14,71,11,64,24,41,11,24,12,0,42,109,10,14,36,21,0,10,0,0,39,14,0,21,10,0,14,10,0,40,36,14,40,24,14,86,54,11,85,28,10,38,0,155,279,50,20180421
20180422,7,55,341,0,28,28,7,167,11,21,29,0,11,126,9,7,77,127,38,44,14,20,104,20,42,0,0,21,14,41,0,14,19,131,0,22,68,31,28,0,25,19,28,25,57,0,48,28,66,25,24,25,40,59,160,24,56,36,0,0,41,0,0,49,0,0,10,0,8,28,10,0,40,80,14,24,28,14,123,25,53,41,15,0,14,0,119,265,102,20180422
20180423,22,41,401,0,28,33,0,119,11,36,53,15,11,38,9,0,63,94,61,54,42,20,98,34,0,0,33,28,28,115,14,14,48,11,14,28,0,59,21,40,11,28,12,24,78,14,42,14,39,11,35,14,24,30,193,10,28,34,0,0,24,0,0,25,0,51,21,0,0,11,24,14,40,62,0,0,14,0,163,21,11,72,67,0,28,0,181,265,144,20180423
20180424,0,41,319,7,0,42,42,153,11,10,62,67,11,25,9,14,63,128,61,38,40,20,65,20,0,0,54,14,0,21,0,0,54,33,0,11,14,45,36,26,11,10,14,42,85,0,0,11,60,11,62,14,0,34,111,10,12,29,14,0,21,0,0,11,0,105,50,0,0,10,10,11,54,39,0,42,39,0,251,23,11,6,32,0,42,42,119,265,51,20180424
20180426,0,55,292,0,10,0,24,118,11,10,0,28,11,190,9,0,63,151,78,14,0,20,96,36,0,14,25,14,46,46,0,14,34,14,14,61,39,45,91,14,11,96,0,14,64,0,50,10,28,11,10,0,14,20,48,46,14,39,81,0,21,0,0,0,0,14,24,0,0,28,10,0,40,11,14,0,37,25,277,35,11,13,0,0,35,88,157,265,34,20180426
20180427,0,55,313,23,0,28,14,106,11,10,0,14,11,145,9,0,63,179,10,42,14,20,58,50,14,28,54,0,22,108,14,0,40,0,14,59,11,54,86,14,18,66,0,26,50,21,33,24,0,11,10,0,14,34,77,54,28,54,67,0,33,0,0,0,14,0,10,0,0,14,10,0,40,18,14,0,126,11,212,25,11,20,14,0,25,65,169,265,51,20180427
20180428,21,55,259,33,0,0,68,106,11,10,0,14,11,140,23,0,63,169,14,0,0,32,59,34,14,14,14,68,22,94,25,14,24,39,0,42,10,57,22,35,11,20,39,14,69,0,36,11,54,22,10,0,0,20,43,47,43,65,53,0,27,0,0,0,0,0,10,0,0,0,10,40,54,25,14,26,102,38,177,44,11,34,28,0,51,32,169,265,45,20180428
20180429,25,67,300,17,0,14,52,170,11,10,7,14,11,110,3,0,63,83,14,28,21,49,56,34,14,0,0,24,25,138,26,39,25,11,14,25,0,44,20,14,25,54,12,0,83,0,10,10,25,51,24,0,15,63,47,31,54,80,0,0,12,0,0,0,0,28,24,0,11,23,10,21,54,11,0,12,60,40,137,0,107,20,28,11,103,10,133,293,6,20180429
20180430,23,51,282,35,14,40,0,142,11,10,14,0,11,156,9,0,63,137,15,0,7,70,80,20,0,0,0,0,11,80,38,0,12,36,21,15,14,20,38,14,25,23,0,0,74,14,0,14,38,49,38,14,25,31,37,46,36,69,15,0,10,0,0,11,0,42,10,0,11,25,10,38,40,33,0,0,10,10,159,34,107,6,53,14,104,0,133,265,6,20180430
20180501,22,41,348,7,26,0,14,168,11,21,14,0,11,233,9,34,63,187,103,14,14,58,100,34,56,0,0,0,42,92,0,28,31,72,0,82,0,20,35,28,11,34,0,14,71,0,0,23,41,22,38,0,10,30,108,50,25,64,0,0,26,0,0,11,0,28,10,14,0,25,10,0,40,47,25,0,40,14,146,50,21,28,68,40,72,0,121,265,67,20180501
20180502,21,41,362,0,10,28,14,106,11,10,14,0,11,140,3,22,63,125,80,14,14,31,74,48,14,0,0,14,70,114,14,14,0,44,0,25,0,20,35,14,25,14,14,54,64,0,28,40,68,22,24,14,29,20,82,49,91,11,14,0,0,0,0,67,26,14,25,52,12,0,24,0,68,33,11,28,62,0,167,25,25,17,14,24,63,0,155,293,28,20180502
20180503,14,56,374,40,0,28,0,132,11,25,11,0,11,84,9,24,63,167,102,77,35,30,36,20,0,0,14,28,0,94,11,54,0,33,28,37,14,51,86,46,11,14,14,28,92,22,68,10,10,43,24,28,42,34,87,34,39,51,28,0,20,0,0,0,33,22,21,52,12,14,10,0,40,22,25,68,60,14,92,33,11,30,20,14,14,0,171,293,69,20180503
20180504,0,95,419,93,14,12,0,70,22,36,11,14,11,14,23,0,63,70,76,35,0,31,101,34,11,0,39,37,14,81,25,49,28,11,14,62,14,41,70,67,11,0,0,25,61,40,10,14,0,57,10,0,28,20,43,32,14,10,14,0,10,0,0,28,14,40,29,11,0,14,10,7,40,22,14,10,51,28,88,12,11,88,73,0,14,25,205,265,50,20180504
20180505,0,51,396,34,12,28,14,183,11,20,25,25,11,26,9,14,63,99,48,0,0,46,46,20,26,7,11,22,0,36,11,53,14,51,0,65,14,45,67,21,25,0,26,25,90,64,0,0,40,11,24,28,0,20,32,33,28,38,25,0,0,0,0,14,43,14,34,24,0,14,10,0,54,25,14,0,48,42,61,0,11,88,44,11,28,29,121,265,68,20180505
20180506,0,76,414,40,12,30,0,156,11,10,11,26,11,28,9,0,63,87,25,56,14,30,49,20,24,0,25,35,0,62,11,53,14,51,42,101,14,45,50,14,11,14,26,36,74,10,0,0,55,11,10,42,11,50,11,45,29,26,11,0,41,0,0,28,11,26,13,14,0,0,33,0,40,25,28,11,0,14,147,12,11,48,0,12,42,25,145,265,46,20180506
20180507,0,52,315,35,24,40,14,180,11,35,11,0,11,64,9,34,63,134,69,28,14,20,11,20,28,28,11,11,0,87,11,11,0,32,14,44,0,31,48,0,11,0,10,25,64,0,0,0,64,11,24,0,54,67,30,35,26,75,80,0,23,0,0,0,24,40,10,0,12,0,21,12,40,11,28,40,14,0,217,23,11,31,25,0,70,24,133,265,60,20180507
20180508,7,51,365,49,21,40,0,194,22,10,14,0,11,63,3,25,63,219,40,14,0,20,64,20,0,0,0,0,14,145,49,0,0,33,14,21,14,34,24,11,25,0,0,42,57,14,7,14,64,11,24,0,38,60,53,24,36,129,41,0,52,0,0,0,14,24,10,0,0,0,34,0,54,11,28,10,49,0,126,52,11,60,68,0,28,0,109,265,95,20180508
20180509,0,63,257,22,14,26,0,178,11,10,14,0,11,105,9,25,63,180,54,0,0,27,67,20,28,14,25,0,28,75,14,11,14,36,0,10,14,20,24,11,25,0,0,28,50,28,37,14,141,11,24,0,0,46,15,35,54,86,61,0,50,0,0,0,0,14,10,30,11,0,27,0,54,11,28,0,36,0,201,65,11,30,38,15,44,0,83,265,62,20180509
20180510,12,80,415,17,21,48,0,123,11,53,0,28,11,63,9,0,77,154,14,0,0,28,51,20,14,14,25,14,14,64,14,36,0,91,0,67,11,34,10,54,11,0,14,0,57,12,65,0,76,11,10,0,7,35,118,35,14,42,28,0,27,0,0,43,0,0,10,11,0,22,17,40,47,43,28,0,64,25,218,21,11,6,11,26,39,0,167,265,171,20180510
20180512,0,55,292,11,28,22,40,149,11,20,11,0,18,25,9,0,89,158,71,0,0,61,50,20,0,11,28,28,24,22,0,25,0,81,0,69,0,20,46,21,11,0,0,26,50,14,22,0,14,11,71,0,0,30,99,79,42,25,10,0,10,0,0,24,7,0,38,54,0,0,38,64,40,61,42,0,25,28,117,14,11,45,25,10,102,65,154,279,46,20180512
20180513,0,41,321,10,28,11,10,118,11,25,11,14,11,54,9,0,73,80,53,0,7,42,40,20,14,40,0,28,0,72,14,11,14,119,14,52,0,34,35,20,11,0,14,32,50,14,12,0,22,11,24,0,0,20,137,86,42,42,28,0,33,0,0,34,0,0,38,40,0,14,10,20,54,61,40,14,60,14,240,14,11,17,25,14,33,50,168,279,18,20180513
20180514,11,41,346,0,0,26,14,144,11,21,11,14,11,92,9,0,62,183,24,0,49,44,63,20,14,10,0,25,0,62,42,25,23,61,0,46,0,20,48,10,11,0,0,54,50,0,24,42,110,39,44,0,44,20,81,58,28,12,0,0,65,0,0,26,14,15,20,10,0,0,10,10,54,47,49,0,37,0,244,51,39,32,22,14,53,36,156,276,44,20180514
20180515,12,41,193,29,0,14,0,146,23,34,11,0,11,211,9,0,52,187,17,0,42,20,102,34,14,28,28,12,14,39,42,50,25,21,0,64,0,20,66,26,11,22,0,53,92,28,0,28,80,25,22,0,39,20,36,10,23,12,0,0,20,0,0,0,0,54,10,0,0,0,10,0,40,33,0,14,21,14,287,11,11,6,22,0,20,35,154,277,28,20180515
20180516,0,56,273,21,7,38,0,106,11,22,11,23,11,182,9,0,52,201,21,0,0,20,72,34,28,28,14,14,42,24,14,48,52,39,0,72,0,20,38,40,11,12,12,11,71,14,29,14,14,11,34,0,24,34,74,10,48,35,0,0,0,0,0,0,0,24,25,14,0,0,25,0,40,40,28,28,14,0,258,11,11,36,0,0,35,48,155,265,36,20180516
20180517,14,81,237,12,40,23,42,106,11,36,0,11,11,71,9,26,52,265,10,0,0,20,46,34,42,73,11,28,0,90,12,37,11,39,0,111,42,34,10,56,11,21,26,24,50,0,68,0,0,11,42,0,28,20,80,10,35,40,0,0,39,0,0,14,0,30,36,14,12,15,61,14,40,51,14,14,33,0,223,22,11,41,0,40,49,21,183,279,27,20180517
20180518,0,90,222,24,35,19,28,156,11,24,57,37,11,59,9,10,52,181,55,58,14,20,38,55,28,22,10,35,0,115,26,73,26,11,14,122,0,20,10,14,11,11,0,27,50,0,10,18,0,25,20,14,0,32,92,24,10,21,28,0,40,0,0,0,0,12,42,14,0,11,73,0,40,49,0,40,59,0,208,51,11,17,0,10,99,26,119,265,101,20180518
20180520,14,70,239,14,0,42,14,144,11,26,25,21,11,63,10,15,74,105,50,74,14,20,50,21,14,0,0,40,0,108,51,35,31,33,26,40,14,11,35,14,11,7,0,38,77,0,14,0,28,25,38,0,14,25,76,31,14,10,11,0,12,0,0,26,52,0,10,7,12,14,21,0,65,21,0,0,39,28,138,21,39,48,14,28,99,64,143,265,60,20180520
20180522,14,70,239,14,0,42,14,144,11,26,25,21,11,63,10,15,74,105,50,74,14,20,50,21,14,0,0,40,0,108,51,35,31,33,26,40,14,11,35,14,11,7,0,38,77,0,14,0,28,25,38,0,14,25,76,31,14,10,11,0,12,0,0,26,52,0,10,7,12,14,21,0,65,21,0,0,39,28,138,21,39,48,14,28,99,64,143,265,60,20180522
20180525,10,51,274,36,28,25,14,132,11,24,0,74,11,168,9,24,42,115,64,14,0,20,17,32,52,28,24,0,28,83,0,93,7,10,0,82,14,50,35,14,22,0,0,29,34,14,14,22,40,11,49,35,0,10,29,47,40,73,18,0,24,0,0,0,48,35,10,0,0,11,10,11,38,25,28,0,36,44,136,12,11,20,52,14,24,54,143,265,68,20180525
20180527,0,55,373,58,14,21,42,170,11,25,0,78,11,119,9,14,49,166,38,14,0,20,14,21,82,14,14,0,14,76,0,26,26,11,14,99,0,10,48,14,35,0,0,25,48,14,0,21,21,25,50,14,0,10,83,42,70,120,0,0,12,0,0,14,21,24,10,0,0,11,24,11,10,11,14,0,67,37,246,0,11,48,56,65,28,22,147,265,58,20180527
20180529,0,55,381,73,14,21,42,170,11,25,0,78,11,119,9,14,49,166,38,14,0,20,14,21,82,14,14,0,14,76,0,26,26,11,14,99,0,10,48,14,35,0,0,25,48,14,0,21,21,25,50,14,0,10,83,42,70,120,0,0,12,0,0,14,21,24,10,0,0,11,24,11,10,11,14,0,67,37,238,0,11,48,56,65,28,22,147,265,58,20180529
20180601,0,90,194,20,8,0,11,118,11,26,0,14,21,179,9,0,52,125,62,14,14,20,83,10,25,0,68,14,48,50,43,85,0,30,26,37,0,63,10,0,25,24,11,25,20,0,28,0,21,11,38,28,0,10,43,111,68,37,25,0,38,0,0,0,0,28,39,0,0,14,64,14,31,11,38,0,102,10,172,25,21,38,14,0,57,14,143,303,52,20180601
20180602,0,98,258,10,0,14,0,82,11,42,0,37,11,111,9,0,52,84,21,28,0,20,118,10,11,0,30,14,33,51,73,54,0,42,28,76,0,41,24,70,11,42,14,62,34,14,0,0,14,22,32,0,14,24,45,45,0,10,14,0,0,0,0,0,0,57,10,0,0,0,21,0,17,11,10,21,45,0,177,19,21,69,28,29,81,0,179,275,46,20180602
20180604,0,42,321,10,42,28,42,146,11,34,0,21,11,140,9,14,52,127,14,104,54,61,58,24,11,15,48,26,0,86,39,86,25,93,42,83,14,21,10,21,11,0,0,88,73,21,40,40,49,21,20,0,14,10,92,21,28,42,0,0,26,0,0,0,28,10,10,14,0,25,51,12,24,25,52,12,11,0,108,0,21,69,39,11,0,0,143,275,262,20180604
20180605,0,42,321,10,42,28,42,146,11,34,0,21,11,140,9,14,52,127,14,104,54,61,58,24,11,15,48,26,0,86,39,86,25,93,42,83,14,21,10,21,11,0,0,88,73,21,40,40,49,21,20,0,14,10,92,21,28,42,0,0,26,0,0,0,28,10,10,14,0,25,51,12,24,25,52,12,11,0,108,0,21,69,39,11,0,0,143,275,262,20180605
20180607,7,78,320,10,0,35,28,134,11,31,11,0,11,132,3,0,42,116,24,14,14,20,159,24,28,34,32,14,21,80,0,59,23,14,24,36,25,10,10,14,25,0,11,24,34,51,11,7,18,11,20,44,11,52,31,47,14,118,14,0,40,0,0,14,11,0,10,10,28,14,52,28,10,22,24,14,14,40,170,26,22,33,28,21,64,54,169,275,18,20180607
20180608,0,53,332,31,14,21,0,106,11,20,11,0,0,160,9,0,42,137,40,0,33,20,91,38,54,21,20,0,14,43,14,31,7,14,14,64,74,40,24,24,0,0,24,49,31,24,0,0,54,11,20,40,10,10,52,31,70,38,83,0,57,0,0,26,0,0,10,0,22,38,45,26,51,67,10,0,25,81,166,39,11,58,14,42,29,24,169,275,39,20180608
20180611,0,56,283,49,28,19,0,156,23,0,0,0,11,74,9,0,42,143,12,14,14,34,116,34,22,14,14,14,0,128,0,73,24,37,14,21,0,30,38,0,11,0,0,25,60,0,14,0,20,51,10,52,39,10,131,21,29,54,0,0,19,0,0,10,28,28,40,10,0,0,11,0,20,18,14,14,24,27,367,11,39,37,96,0,77,0,133,265,71,20180611
20180612,0,68,258,34,40,33,14,118,11,0,0,56,11,104,9,12,42,133,10,14,14,34,66,20,36,26,0,28,0,131,15,21,40,48,14,73,36,74,45,42,11,0,0,14,58,26,0,0,7,11,24,24,53,38,60,21,80,82,0,0,12,0,0,24,42,14,20,14,0,14,25,12,10,25,72,0,21,14,235,48,11,48,38,14,36,0,171,279,45,20180612
20180614,14,68,366,31,14,26,0,114,11,0,11,11,11,121,3,24,42,106,0,11,11,43,136,20,25,0,0,14,14,68,35,22,10,11,0,72,26,54,60,28,39,0,26,29,48,24,11,14,62,11,35,0,0,45,87,29,117,25,12,0,27,7,0,0,14,0,10,0,0,11,11,36,10,35,93,0,0,28,165,21,11,27,0,0,52,0,155,265,32,20180614
20180616,0,84,171,51,14,33,14,130,11,11,11,7,11,211,9,10,42,157,54,14,54,30,42,48,28,0,14,26,42,34,11,36,0,25,14,47,14,68,60,0,46,0,26,56,49,39,10,0,40,11,31,15,0,10,60,36,64,72,23,0,10,0,0,22,0,68,25,0,14,50,11,13,10,35,10,25,15,28,407,0,11,27,0,14,74,14,145,265,65,20180616
20180617,0,98,233,52,28,24,14,130,11,14,11,28,11,141,9,10,42,163,12,42,25,20,76,24,0,0,15,24,0,22,33,33,11,39,28,37,0,51,54,35,11,0,0,28,31,24,0,0,26,25,20,67,0,10,40,60,92,89,35,0,0,0,0,10,0,52,35,0,14,0,37,18,24,31,0,11,79,28,263,25,39,13,0,14,50,14,166,265,28,20180617
20180618,0,84,179,76,0,10,15,144,25,18,11,0,11,188,9,10,42,116,26,14,10,20,52,10,0,7,12,24,28,70,25,34,47,11,29,50,0,44,68,14,25,0,0,28,32,10,0,28,75,11,20,12,0,10,40,47,35,131,50,7,27,0,0,28,0,25,36,0,0,0,36,25,10,31,14,11,30,14,254,12,11,6,14,14,78,0,145,265,18,20180618
20180621,0,42,163,17,19,10,0,58,11,0,0,0,11,137,9,0,42,113,10,28,43,20,31,10,28,28,0,0,40,17,35,74,0,0,14,10,12,10,27,10,11,24,0,91,55,0,84,0,14,22,10,14,0,10,71,87,64,19,0,0,14,0,0,35,0,22,10,28,0,0,11,14,66,25,53,24,20,0,246,46,11,41,14,48,61,14,50,84,44,20180621
20180622,11,57,239,66,29,14,0,156,11,0,14,29,11,145,19,0,42,120,15,14,55,20,53,52,14,14,14,0,72,28,15,47,21,0,0,25,40,24,20,28,11,10,0,69,34,0,49,0,35,21,10,14,0,10,30,71,52,10,14,0,0,0,0,21,0,68,10,36,0,64,11,14,51,11,68,14,0,39,301,44,11,26,0,22,48,0,147,265,16,20180622
20180623,10,52,205,24,21,52,0,166,23,0,0,10,11,107,9,0,42,114,39,28,24,20,38,24,24,14,14,14,25,76,96,25,42,11,39,76,24,10,25,56,11,14,0,49,34,14,24,28,28,24,24,0,0,38,93,21,14,14,28,0,12,0,0,35,0,78,33,26,0,68,11,14,10,11,0,0,41,11,347,32,11,26,28,10,21,0,102,265,42,20180623
